KN303.txt	B	最初	サイショ	サイショ	最初	名詞-普通名詞-副詞可能			サイショ	漢
KN303.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KN303.txt	I	人々	ヒトビト	ヒトビト	人々	名詞-普通名詞-一般			ヒトビト	和	人	G
KN303.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KN303.txt	I	集まる	アツマル	アツマル	集まる	動詞-一般	五段-ラ行-一般	終止形-一般	アツマル	和
KN303.txt	I	と	ト	ト	と	助詞-接続助詞			ト	和
KN303.txt	I	韓国	カンコク	カンコク	韓国	名詞-固有名詞-地名-国			カンコク	固
KN303.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢
KN303.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KN303.txt	I	しゃべ	シャベ	シャベル	喋る	動詞-一般	五段-ラ行-一般	連体形-省略	シャベル	和	しゃべっ	C,G
KN303.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和
KN303.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和
KN303.txt	I	まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	マス	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	私	ワタクシ	ワタクシ	私-代名詞	代名詞			ワタクシ	和
KN303.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KN303.txt	I	”			”	補助記号-括弧閉				記号
KN303.txt	I	なぜ	ナゼ	ナゼ	何故	副詞			ナゼ	和
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KN303.txt	I	来	キ	クル	来る	動詞-非自立可能	カ行変格	連用形-一般	クル	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	タ	和
KN303.txt	I	の	ノ	ノ	の	助詞-準体助詞			ノ	和
KN303.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KN303.txt	I	韓国	カンコク	カンコク	韓国	名詞-固有名詞-地名-国			カンコク	固
KN303.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢
KN303.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KN303.txt	I	しゃべる	シャベル	シャベル	喋る	動詞-一般	五段-ラ行-一般	連体形-一般	シャベル	和
KN303.txt	I	ん	ン	ノ	の	助詞-準体助詞			ン	和
KN303.txt	I	だろう	ダロー	ダ	だ	助動詞	助動詞-ダ	意志推量形	ダ	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	”			”	補助記号-括弧閉				記号
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	いう	ユー	イウ	言う	動詞-一般	五段-ワア行-イウ	連体形-一般	イウ	和	×	G
KN303.txt	I	考え	カンガエ	カンガエ	考え	名詞-普通名詞-一般			カンガエ	不明	考え、	G
KN303.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和	×	G
KN303.txt	I	はじめ	ハジメ	ハジメ	始め	名詞-普通名詞-副詞可能			ハジメ	和	それから	G
KN303.txt	B	6	ロク	ロク	六	名詞-数詞			ロク	漢
KN303.txt	I	ヵ月	カゲツ	カゲツ	箇月	接尾辞-名詞的-助数詞			カゲツ	漢
KN303.txt	I	問	トイ	トイ	問い	名詞-普通名詞-一般			トイ	和	間	C
KN303.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KN303.txt	I	韓国	カンコク	カンコク	韓国	名詞-固有名詞-地名-国			カンコク	固
KN303.txt	I	人	ジン	ジン	人	接尾辞-名詞的-一般			ジン	漢
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	は	ワ	ハ	は	助詞-係助詞			ハ	和
KN303.txt	I	関わら	カカワラ	カカワル	関わる	動詞-一般	五段-ラ行-一般	未然形-一般	カカワル	和
KN303.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	ナイ	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和
KN303.txt	I	まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	マス	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	でき	デキ	デキル	出来る	動詞-非自立可能	上一段-カ行	未然形-一般	デキル	和
KN303.txt	I	ない	ナイ	ナイ	ない	助動詞	助動詞-ナイ	連体形-一般	ナイ	和
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢
KN303.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	人	ジン	ジン	人	接尾辞-名詞的-一般			ジン	漢
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	しゃべ	シャベ	シャベル	喋る	動詞-一般	五段-ラ行-一般	連用形-促音便	シャベル	和	しゃべっ	C,G
KN303.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KN303.txt	I	み	ミ	ミル	見る	動詞-非自立可能	上一段-マ行	連用形-一般	ミル	和
KN303.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和
KN303.txt	I	毎日	マイニチ	マイニチ	毎日	名詞-普通名詞-副詞可能			マイニチ	漢
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	テレビ	テレビ	テレビ	テレビ	名詞-普通名詞-一般			テレビ	外
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	ニュース	ニュース	ニュース	ニュース	名詞-普通名詞-一般			ニュース	外
KN303.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KN303.txt	I	ドラマ	ドラマ	ドラマ	ドラマ	名詞-普通名詞-一般			ドラマ	外
KN303.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KN303.txt	I	み	ミ	ミル	見る	動詞-非自立可能	上一段-マ行	連用形-一般	ミル	和
KN303.txt	I	ながら	ナガラ	ナガラ	ながら	助詞-接続助詞			ナガラ	和
KN303.txt	I	生活	セーカツ	セイカツ	生活	名詞-普通名詞-サ変可能			セイカツ	漢
KN303.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和
KN303.txt	I	まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	マス	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	そして	ソシテ	ソシテ	そして	接続詞			ソシテ	和
KN303.txt	I	知り合い	シリアイ	シリアイ	知り合い	名詞-普通名詞-一般			シリアイ	和
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	店	ミセ	ミセ	店	名詞-普通名詞-一般			ミセ	和
KN303.txt	I	で	デ	デ	で	助詞-格助詞			デ	和
KN303.txt	I	働く	ハタラク	ハタラク	働く	動詞-一般	五段-カ行-一般	連体形-一般	ハタラク	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	なり	ナリ	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連用形-一般	ナル	和
KN303.txt	I	、			、	補助記号-読点				記号
KN303.txt	I	そこ	ソコ	ソコ	其処	代名詞			ソコ	和
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	店長	テンチョー	テンチョウ	店長	名詞-普通名詞-一般			テンチョウ	漢
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	毎日	マイニチ	マイニチ	毎日	名詞-普通名詞-副詞可能			マイニチ	漢
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	しゃべっ	シャベッ	シャベル	喋る	動詞-一般	五段-ラ行-一般	連用形-促音便	シャベル	和
KN303.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和
KN303.txt	I	接客	セッキャク	セッキャク	接客	名詞-普通名詞-サ変可能			セッキャク	漢
KN303.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KN303.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和
KN303.txt	I	ながら	ナガラ	ナガラ	ながら	助詞-接続助詞			ナガラ	和
KN303.txt	I	お	オ	オ	御	接頭辞			オ	和
KN303.txt	I	客	キャク	キャク	客	名詞-普通名詞-一般			キャク	漢
KN303.txt	I	さん	サン	サン	さん	接尾辞-名詞的-一般			サン	和
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KN303.txt	I	しゃべっ	シャベッ	シャベル	喋る	動詞-一般	五段-ラ行-一般	連用形-促音便	シャベル	和
KN303.txt	I	たり	タリ	タリ	たり	助詞-副助詞			タリ	和
KN303.txt	I	し	シ	スル	為る	動詞-非自立可能	サ行変格	連用形-一般	スル	和
KN303.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	語	ゴ	ゴ	語	名詞-普通名詞-一般			ゴ	漢
KN303.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KN303.txt	I	うまく	ウマク	ウマイ	甘い	形容詞-一般	形容詞	連用形-一般	ウマイ	和
KN303.txt	I	しゃべれる	シャベレル	シャベル	喋る	動詞-一般	下一段-ラ行-一般	連体形-一般	シャベレル	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	なり	ナリ	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連用形-一般	ナル	和
KN303.txt	I	まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	マス	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	テレビ	テレビ	テレビ	テレビ	名詞-普通名詞-一般			テレビ	外
KN303.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KN303.txt	I	みる	ミル	ミル	見る	動詞-非自立可能	上一段-マ行	終止形-一般	ミル	和
KN303.txt	I	と	ト	ト	と	助詞-接続助詞			ト	和
KN303.txt	I	じまく	ジマク	ジマク	字幕	名詞-普通名詞-一般			ジマク	漢
KN303.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KN303.txt	I	よく	ヨク	ヨイ	良い	形容詞-非自立可能	形容詞	連用形-一般	ヨイ	和
KN303.txt	I	出	デ	デル	出る	動詞-一般	下一段-ダ行	連用形-一般	デル	和
KN303.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KN303.txt	I	き	キ	クル	来る	動詞-非自立可能	カ行変格	連用形-一般	クル	和	くる	G
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	連体形-一般	タ	和	×	G
KN303.txt	I	もの	モノ	モノ	物	名詞-普通名詞-サ変可能			モノ	和	×	G
KN303.txt	I	な	ナ	ダ	だ	助動詞	助動詞-ダ	連体形-一般	ダ	和	×	G
KN303.txt	I	の	ノ	ノ	の	助詞-準体助詞			ノ	和
KN303.txt	I	で	デ	ダ	だ	助動詞	助動詞-ダ	連用形-一般	ダ	和
KN303.txt	I	自然	シゼン	シゼン	自然	形状詞-一般			シゼン	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	漢字	カンジ	カンジ	漢字	名詞-普通名詞-一般			カンジ	漢
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	方	ホー	ホウ	方	名詞-普通名詞-一般			ホウ	漢
KN303.txt	I	も	モ	モ	も	助詞-係助詞			モ	和
KN303.txt	I	覚える	オボエル	オボエル	覚える	動詞-一般	下一段-ア行	連体形-一般	オボエル	和
KN303.txt	I	よう	ヨー	ヨウ	様	形状詞-助動詞語幹			ヨウ	漢
KN303.txt	I	に	ニ	ダ	だ	助動詞	助動詞-ダ	連用形-ニ	ダ	和
KN303.txt	I	なっ	ナッ	ナル	成る	動詞-非自立可能	五段-ラ行-一般	連用形-促音便	ナル	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	思い	オモイ	オモウ	思う	動詞-一般	五段-ワア行-一般	連用形-一般	オモウ	和
KN303.txt	I	ます	マス	マス	ます	助動詞	助動詞-マス	終止形-一般	マス	和
KN303.txt	I	。			。	補助記号-句点				記号
KN303.txt	B	そして	ソシテ	ソシテ	そして	接続詞			ソシテ	和
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KN303.txt	I	住ん	スン	スム	住む	動詞-一般	五段-マ行	連用形-撥音便	スム	和
KN303.txt	I	で	デ	テ	て	助詞-接続助詞			デ	和
KN303.txt	I	いる	イル	イル	居る	動詞-非自立可能	上一段-ア行	連体形-一般	イル	和
KN303.txt	I	父	チチ	チチ	父	名詞-普通名詞-一般			チチ	和
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	知り合い	シリアイ	シリアイ	知り合い	名詞-普通名詞-一般			シリアイ	和
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	おじ	オジ	オジ	伯父	名詞-普通名詞-一般			オジ	和
KN303.txt	I	さん	サン	サン	さん	接尾辞-名詞的-一般			サン	和
KN303.txt	I	から	カラ	カラ	から	助詞-格助詞			カラ	和	が	G
KN303.txt	I	学ん	マナン	マナブ	学ぶ	動詞-一般	五段-バ行	連用形-撥音便	マナブ	和	×	G
KN303.txt	I	だ	ダ	タ	た	助動詞	助動詞-タ	連体形-一般	ダ	和	×	G
KN303.txt	I	事	コト	コト	事	名詞-普通名詞-一般			コト	和	×	G
KN303.txt	I	です	デス	デス	です	助動詞	助動詞-デス	終止形-一般	デス	和	×	G
KN303.txt	I	が	ガ	ガ	が	助詞-接続助詞			ガ	和	×	G
KN303.txt	I	、			、	補助記号-読点				記号
KN303.txt	I	日本	ニッポン	ニッポン	日本	名詞-固有名詞-地名-国			ニッポン	固
KN303.txt	I	の	ノ	ノ	の	助詞-格助詞			ノ	和
KN303.txt	I	女子	ジョシ	ジョシ	女子	名詞-普通名詞-一般			ジョシ	漢
KN303.txt	I	高	コー	コウ	高	接尾辞-名詞的-一般			コウ	漢
KN303.txt	I	生	セー	セイ	生	接尾辞-名詞的-一般			セイ	漢
KN303.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KN303.txt	I	よく	ヨク	ヨク	良く	副詞			ヨク	和
KN303.txt	I	使う	ツカウ	ツカウ	使う	動詞-一般	五段-ワア行-一般	連体形-一般	ツカウ	和
KN303.txt	I	表現	ヒョーゲン	ヒョウゲン	表現	名詞-普通名詞-サ変可能			ヒョウゲン	漢
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	か	カ	カ	か	助詞-副助詞			カ	和
KN303.txt	I	うれしい	ウレシー	ウレシイ	嬉しい	形容詞-一般	形容詞	連体形-一般	ウレシイ	和
KN303.txt	I	事	コト	コト	事	名詞-普通名詞-一般			コト	和	とき	G
KN303.txt	I	や	ヤ	ヤ	や	助詞-副助詞			ヤ	和
KN303.txt	I	痛い	イタイ	イタイ	痛い	形容詞-一般	形容詞	連体形-一般	イタイ	和
KN303.txt	I	とき	トキ	トキ	時	名詞-普通名詞-副詞可能			トキ	和
KN303.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KN303.txt	I	使う	ツカウ	ツカウ	使う	動詞-一般	五段-ワア行-一般	連体形-一般	ツカウ	和
KN303.txt	I	コトバ	コトバ	コトバ	言葉	名詞-普通名詞-一般			コトバ	和
KN303.txt	I	を	オ	ヲ	を	助詞-格助詞			ヲ	和
KN303.txt	I	身	ミ	ミ	身	名詞-普通名詞-一般			ミ	和
KN303.txt	I	に	ニ	ニ	に	助詞-格助詞			ニ	和
KN303.txt	I	つける	ツケル	ツケル	付ける	動詞-非自立可能	下一段-カ行	連体形-一般	ツケル	和
KN303.txt	I	方	カタ	カタ	方	名詞-普通名詞-一般			カタ	和
KN303.txt	I	が	ガ	ガ	が	助詞-格助詞			ガ	和
KN303.txt	I	よい	ヨイ	ヨイ	良い	形容詞-非自立可能	形容詞	終止形-一般	ヨイ	和
KN303.txt	I	と	ト	ト	と	助詞-格助詞			ト	和
KN303.txt	I	おしえ	オシエ	オシエル	教える	動詞-一般	下一段-ア行	連用形-一般	オシエル	和
KN303.txt	I	て	テ	テ	て	助詞-接続助詞			テ	和
KN303.txt	I	くれ	クレ	クレル	呉れる	動詞-非自立可能	下一段-ラ行-呉レル	連用形-一般	クレル	和
KN303.txt	I	まし	マシ	マス	ます	助動詞	助動詞-マス	連用形-一般	マス	和
KN303.txt	I	た	タ	タ	た	助動詞	助動詞-タ	終止形-一般	タ	和
KN303.txt	I	。			。	補助記号-句点				記号
